Id,FirstName,SecondName,ThirdName,SLUSort,Surcharge,DefinitionOptionBits,SpecialCount,Icon,Tare,PrepTime,NLU,MoveFlag,NLUGroup,SLU,MobileSLU,MainMenuLevel,SubMenuLevel,PrefixLevelOverride,PrintClassOverride,MenuItemClass,LongDescriptor,Quantity,HierarchyId,DefinitionSequence,MenuItemMasterId,SORT_ORDER,CONDIMENT_MAX,ConsumerFacingName,ConsumerFacingDescription,ConsumerFacingImageDetails,DAYPARTS,STARBUCKS_ITEM,FLO_UI_CREW_MEAL,ALLEGRO_ITEM_ID,,,,,,,,,,,
26767,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90040,,1,448,1,16307,,,,,,,,,RC008359,,,,,,,,,,,
26768,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90040,,1,448,1,16327,,,,,,,,,RC004362,,,,,,,,,,,
26769,Black Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90040,,1,448,1,16328,,,,,,,,,RC003940,,,,,,,,,,,
26770,Refried Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90040,,1,448,1,16329,,,,,,,,,RC003500,,,,,,,,,,,
26771,Add Brown Rice ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90040,,1,448,1,16330,,,,,,,,,RC007632,,,,,,,,,,,
26772,Add Spanish Rice ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90040,,1,448,1,16331,,,,,,,,,RC006657,,,,,,,,,,,
26773,No Peppers & Onions,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90040,,1,448,1,16332,,,,,,,,,RC002148,,,,,,,,,,,
26774,CG 42 *SHRIMP & BACN QUSDILA MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16308,,,,,,,,,,,,,,,,,,,,
26775,No Bacon ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16333,,,,,,,,,RC000004,,,,,,,,,,,
26776,No Jalapenos,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16309,,,,,,,,,RC001026,,,,,,,,,,,
26777,Add Sour Cream,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16334,,,,,,,,,RC005488,,,,,,,,,,,
26778,Add Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16335,,,,,,,,,RC001227,,,,,,,,,,,
26779,No Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16336,,,,,,,,,RC001166,,,,,,,,,,,
26780,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16337,,,,,,,,,RC008359,,,,,,,,,,,
26781,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16338,,,,,,,,,RC004362,,,,,,,,,,,
26782,Black Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16339,,,,,,,,,RC003940,,,,,,,,,,,
26783,Refried Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16310,,,,,,,,,RC003500,,,,,,,,,,,
26784,Add Brown Rice ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16340,,,,,,,,,RC007632,,,,,,,,,,,
26785,Add Spanish Rice ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90042,,1,448,1,16341,,,,,,,,,RC006657,,,,,,,,,,,
26786,CG 44 *EL GRINGRO BURGER OPTIONS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16311,,,,,,,,,,,,,,,,,,,,
26787,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90044,,1,448,1,16342,,,,,,,,,RC000005,,,,,,,,,,,
26788,No Sauce ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90044,,1,448,1,16343,,,,,,,,,RC000027,,,,,,,,,,,
26789,Bacon,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90044,,1,448,1,16344,,,,,,,,,RC000156,,,,,,,,,,,
26790,Add Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90044,,1,448,1,16345,,,,,,,,,RC001227,,,,,,,,,,,
26791,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90044,,1,448,1,16346,,,,,,,,,RC008359,,,,,,,,,,,
26792,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90044,,1,448,1,16312,,,,,,,,,RC004362,,,,,,,,,,,
26793,Sub Impossible Burger,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90044,,1,448,1,16313,,,,,,,,,RC002574,,,,,,,,,,,
26794,CG 45 *TEX MEX BURGER MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16347,,,,,,,,,,,,,,,,,,,,
26795,Bacon,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90045,,1,448,1,16314,,,,,,,,,RC000156,,,,,,,,,,,
26796,No Jalapenos,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90045,,1,448,1,16348,,,,,,,,,RC001026,,,,,,,,,,,
26797,Add Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90045,,1,448,1,16349,,,,,,,,,RC001227,,,,,,,,,,,
26798,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90045,,1,448,1,16350,,,,,,,,,RC008359,,,,,,,,,,,
26799,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90045,,1,448,1,16351,,,,,,,,,RC004362,,,,,,,,,,,
26800,No Queso Sauce,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90045,,1,448,1,16315,,,,,,,,,RC007461,,,,,,,,,,,
26801,Make it Impossible,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90045,,1,448,1,16352,,,,,,,,,RC001496,,,,,,,,,,,
26802,CG 46 *WH SMTHRD CHX. BURRITO MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16353,,,,,,,,,,,,,,,,,,,,
26803,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16316,,,,,,,,,RC000005,,,,,,,,,,,
26804,No Sauce ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16317,,,,,,,,,RC000027,,,,,,,,,,,
26805,No Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16354,,,,,,,,,RC001166,,,,,,,,,,,
26806,Guacamole *,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16318,,,,,,,,,RC005931,,,,,,,,,,,
26807,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16355,,,,,,,,,RC008359,,,,,,,,,,,
26808,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16356,,,,,,,,,RC004362,,,,,,,,,,,
26809,Add Pico De Gallo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16319,,,,,,,,,RC002825,,,,,,,,,,,
26810,No Rice,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16357,,,,,,,,,RC008595,,,,,,,,,,,
26811,Chips & Queso,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90046,,1,448,1,16358,,,,,,,,,RC004181,,,,,,,,,,,
26812,CG 47 * GRILLED STEAK SAND MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16359,,,,,,,,,,,,,,,,,,,,
26813,No Onions,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90047,,1,448,1,16361,,,,,,,,,RC000365,,,,,,,,,,,
26814,No Tomato,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90047,,1,448,1,16362,,,,,,,,,RC000022,,,,,,,,,,,
26815,No Sauce ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90047,,1,448,1,16363,,,,,,,,,RC000027,,,,,,,,,,,
26816,Sauce on the Side,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90047,,1,448,1,16364,,,,,,,,,RC000333,,,,,,,,,,,
26817,No Arugula,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90047,,1,448,1,16320,,,,,,,,,RC001447,,,,,,,,,,,
26818,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90047,,1,448,1,16365,,,,,,,,,RC001023,,,,,,,,,,,
26819,CG 48 *SM CHIPS & SALSA*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16366,,,,,,,,,,,,,,,,,,,,
26820,Sm Chips & Salsa,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90048,,1,448,1,16382,,,,,,,,,RC004589,,,,,,,,,,,
26821,CG 49 *FAJITAS TORTILLA CHOICE*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16368,,,,,,,,,,,,,,,,,,,,
26822,No Tortillas,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90049,,1,448,1,16370,,,,,,,,,RC005612,,,,,,,,,,,
26823, Corn Tortillas,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90049,,1,448,1,16371,,,,,,,,,RC008854,,,,,,,,,,,
26824,Flour Tortillas,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90049,,1,448,1,16372,,,,,,,,,RC008856,,,,,,,,,,,
26825,CG 50 *LOADED PAPAS FRITAS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16375,,,,,,,,,,,,,,,,,,,,
26826,Add Sour Cream,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16376,,,,,,,,,RC005488,,,,,,,,,,,
26827,As an Appetizer,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16377,,,,,,,,,RC001348,,,,,,,,,,,
26828,Add Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16378,,,,,,,,,RC001227,,,,,,,,,,,
26829,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16379,,,,,,,,,RC008359,,,,,,,,,,,
26830,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16380,,,,,,,,,RC004362,,,,,,,,,,,
26831,Black Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16381,,,,,,,,,RC003940,,,,,,,,,,,
26832,Refried Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16402,,,,,,,,,RC003500,,,,,,,,,,,
26833,Add Brown Rice ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16403,,,,,,,,,RC007632,,,,,,,,,,,
26834,Add Spanish Rice ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90050,,1,448,1,16404,,,,,,,,,RC006657,,,,,,,,,,,
26835,CG 51 *ADD PROTEIN OPTIONS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16405,,,,,,,,,,,,,,,,,,,,
26836,Add Chicken,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90051,,1,448,1,16406,,,,,,,,,RC000207,,,,,,,,,,,
26837,Add Chorizo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90051,,1,448,1,16407,,,,,,,,,RC004175,,,,,,,,,,,
26838,Add Carnitas,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90051,,1,448,1,16383,,,,,,,,,RC004964,,,,,,,,,,,
26839,Add Steak,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90051,,1,448,1,16408,,,,,,,,,RC000394,,,,,,,,,,,
26840,Add Short Ribs (),,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90051,,1,448,1,16409,,,,,,,,,RC005942,,,,,,,,,,,
26841,CG 52 *NACHO GRANDES MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16384,,,,,,,,,,,,,,,,,,,,
26842,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16385,,,,,,,,,RC000005,,,,,,,,,,,
26843,No Sour Cream,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16410,,,,,,,,,RC001512,,,,,,,,,,,
26844,No Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16386,,,,,,,,,RC001492,,,,,,,,,,,
26845,No Jalapenos,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16411,,,,,,,,,RC001026,,,,,,,,,,,
26846,No Pico de Gallo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16412,,,,,,,,,RC001243,,,,,,,,,,,
26847,As an Appetizer,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16413,,,,,,,,,RC001348,,,,,,,,,,,
26848,Add Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16415,,,,,,,,,RC001227,,,,,,,,,,,
26849,No Salsa,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16416,,,,,,,,,RC001006,,,,,,,,,,,
26850,No Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16417,,,,,,,,,RC001166,,,,,,,,,,,
26851,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16419,,,,,,,,,RC008359,,,,,,,,,,,
26852,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16420,,,,,,,,,RC004362,,,,,,,,,,,
26853,Add Pico De Gallo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16421,,,,,,,,,RC002825,,,,,,,,,,,
26854,No Cilantro,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90052,,1,448,1,16422,,,,,,,,,RC005526,,,,,,,,,,,
26855,CG 54 *DRESSING OPTIONS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16424,,,,,,,,,,,,,,,,,,,,
26856,Dressing on the Side ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90054,,1,448,1,16425,,,,,,,,,RC000267,,,,,,,,,,,
26857,Lemon ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90054,,1,448,1,16388,,,,,,,,,RC000328,,,,,,,,,,,
26858,No Dressing,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90054,,1,448,1,16389,,,,,,,,,RC000006,,,,,,,,,,,
26859,CG 55 *CHOPPED SALAD MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16426,,,,,,,,,,,,,,,,,,,,
26860,No Olives,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16428,,,,,,,,,RC001141,,,,,,,,,,,
26861,No Onions,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16431,,,,,,,,,RC000365,,,,,,,,,,,
26862,No Tomato,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16391,,,,,,,,,RC000022,,,,,,,,,,,
26863,No Cucumbers,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16433,,,,,,,,,RC001361,,,,,,,,,,,
26864,No Radish,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16434,,,,,,,,,RC005957,,,,,,,,,,,
26865,No Chickpeas,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16435,,,,,,,,,RC007633,,,,,,,,,,,
26866,No Corn,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16436,,,,,,,,,RC004958,,,,,,,,,,,
26867,No Cotija,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16438,,,,,,,,,RC006276,,,,,,,,,,,
26868,No Raddichio,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90055,,1,448,1,16439,,,,,,,,,RC007078,,,,,,,,,,,
26869,CG 56 *SHRIMP & AVO SALAD MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16392,,,,,,,,,,,,,,,,,,,,
26870,No Onions,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90056,,1,448,1,16442,,,,,,,,,RC000365,,,,,,,,,,,
26871,No Tomato,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90056,,1,448,1,16443,,,,,,,,,RC000022,,,,,,,,,,,
26872,No Avocado,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90056,,1,448,1,16394,,,,,,,,,RC006080,,,,,,,,,,,
26873,No Cucumbers,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90056,,1,448,1,16395,,,,,,,,,RC001361,,,,,,,,,,,
26874,No Shrimp,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90056,,1,448,1,16445,,,,,,,,,RC006241,,,,,,,,,,,
26875,CG 57 * CAESAR SALAD MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16447,,,,,,,,,,,,,,,,,,,,
26876,Dressing on the Side ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90057,,1,448,1,16396,,,,,,,,,RC000267,,,,,,,,,,,
26877,Lemon ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90057,,1,448,1,16397,,,,,,,,,RC000328,,,,,,,,,,,
26878,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90057,,1,448,1,16398,,,,,,,,,RC000005,,,,,,,,,,,
26879,No Dressing,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90057,,1,448,1,16450,,,,,,,,,RC000006,,,,,,,,,,,
26880,No Croutons,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90057,,1,448,1,16452,,,,,,,,,RC000362,,,,,,,,,,,
26881,CG 58 *SALAD PROTEINS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16455,,,,,,,,,,,,,,,,,,,,
26882,Add Chicken,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90058,,1,448,1,16457,,,,,,,,,RC000207,,,,,,,,,,,
26883,Add Shrimp ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90058,,1,448,1,16458,,,,,,,,,RC000126,,,,,,,,,,,
26884,Add Chorizo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90058,,1,448,1,16459,,,,,,,,,RC004175,,,,,,,,,,,
26416,**EL PRIMIO*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16778,,,,,,,,,RC007792,,,,,,,,,,,
26417, Agave-Chipotle Glazed Wings,,,0,,"00000000	",,,,,,TRUE,,110,,"11111111	","11111111	",0,,1642,,1,448,1,16779,,, Agave-Chipotle Glazed Wings,Crispy chicken wings, agave-chipotle glaze, scallions, avocado crema, lime,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912135615602.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 117 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC006711,,,,,,,
26418, Ancho Garlic Butter Shrimp Fajita,,,0,,"00000000	",,,,,,TRUE,,112,,"11111111	","11111111	",0,,1619,,1,448,1,16780,,,Ancho Garlic Butter Shrimp Fajita,Ancho garlic butter shrimp, onions, peppers, corn tortillas, served with pico de gallo, rice, beans, cotija, lime,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912135639511.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 231 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC006846,,,
