Id,PriceOptionBits,Price,PrepCost,MenuLevel,TaxClass,ServiceChargeGroup,HierarchyId,PriceSequence,MenuItemDefID,EffectivityGroup
27687,"00000000	",3.49,,,,,448,1,26528,
27688,"00000000	",,,,,,448,1,26529,
27689,"00000000	",,,,,,448,1,26530,
27690,"00000000	",,,,,,448,1,26531,
27691,"00000000	",,,,,,448,1,26532,
27692,"00000000	",,,,,,448,1,26533,
27693,"00000000	",,,,,,448,1,26534,
27694,"00000000	",,,,,,448,1,26535,
28280,"00000000	",,,,,,448,1,26536,
28281,"00000000	",,,,,,448,1,26537,
28282,"00000000	",,,,,,448,1,26538,
28283,"00000000	",,,,,,448,1,26539,
28284,"00000000	",,,,,,448,1,26540,
28285,"00000000	",,,,,,448,1,26541,
28286,"00000000	",,,,,,448,1,26542,
28287,"00000000	",,,,,,448,1,26543,
28288,"00000000	",,,,,,448,1,26544,
28289,"00000000	",,,,,,448,1,26545,
28290,"00000000	",,,,,,448,1,26546,
28291,"00000000	",,,,,,448,1,26547,
28292,"00000000	",,,,,,448,1,26548,
28293,"00000000	",,,,,,448,1,26549,
28294,"00000000	",,,,,,448,1,26550,
28295,"00000000	",,,,,,448,1,26551,
28296,"00000000	",,,,,,448,1,26552,
28297,"00000000	",,,,,,448,1,26553,
28298,"00000000	",,,,,,448,1,26554,
28299,"00000000	",,,,,,448,1,26555,
28300,"00000000	",2.99,,,,,448,1,26556,
28301,"00000000	",2.49,,,,,448,1,26557,
28302,"00000000	",2.99,,,,,448,1,26558,
28303,"00000000	",0.99,,,,,448,1,26559,
28304,"00000000	",7.59,,,,,448,1,26560,
28305,"00000000	",2.99,,,,,448,1,26561,
28306,"00000000	",0.49,,,,,448,1,26562,
28307,"00000000	",0.49,,,,,448,1,26563,
28308,"00000000	",2.49,,,,,448,1,26564,
28309,"00000000	",1.49,,,,,448,1,26565,
28310,"00000000	",1.49,,,,,448,1,26566,
28311,"00000000	",0.49,,,,,448,1,26567,
28312,"00000000	",0.49,,,,,448,1,26568,
28313,"00000000	",1.99,,,,,448,1,26569,
28314,"00000000	",0.99,,,,,448,1,26570,
28315,"00000000	",,,,,,448,1,26571,
28316,"00000000	",,,,,,448,1,26572,
28317,"00000000	",,,,,,448,1,26573,
28318,"00000000	",,,,,,448,1,26574,
28319,"00000000	",,,,,,448,1,26575,
28320,"00000000	",,,,,,448,1,26576,
28321,"00000000	",,,,,,448,1,26577,
28322,"00000000	",,,,,,448,1,26578,
28323,"00000000	",,,,,,448,1,26579,
28324,"00000000	",2.99,,,,,448,1,26580,
28325,"00000000	",2,,,,,448,1,26581,
28326,"00000000	",0.49,,,,,448,1,26582,
28327,"00000000	",0.49,,,,,448,1,26583,
28328,"00000000	",,,,,,448,1,26584,
28329,"00000000	",,,,,,448,1,26585,
28330,"00000000	",,,,,,448,1,26586,
28331,"00000000	",,,,,,448,1,26587,
28332,"00000000	",,,,,,448,1,26588,
28333,"00000000	",2.99,,,,,448,1,26589,
28334,"00000000	",2.99,,,,,448,1,26590,
28335,"00000000	",0.99,,,,,448,1,26591,
28336,"00000000	",,,,,,448,1,26592,
28337,"00000000	",1.99,,,,,448,1,26593,
28338,"00000000	",0.99,,,,,448,1,26594,
28339,"00000000	",,,,,,448,1,26595,
28340,"00000000	",,,,,,448,1,26596,
28341,"00000000	",,,,,,448,1,26597,
28342,"00000000	",,,,,,448,1,26598,
28343,"00000000	",,,,,,448,1,26599,
28344,"00000000	",,,,,,448,1,26600,
28345,"00000000	",,,,,,448,1,26601,
28346,"00000000	",,,,,,448,1,26602,
28347,"00000000	",,,,,,448,1,26603,
28348,"00000000	",,,,,,448,1,26604,
28349,"00000000	",,,,,,448,1,26605,
28350,"00000000	",,,,,,448,1,26606,
28351,"00000000	",,,,,,448,1,26607,
28352,"00000000	",,,,,,448,1,26608,
28353,"00000000	",,,,,,448,1,26609,
28354,"00000000	",,,,,,448,1,26610,
28355,"00000000	",,,,,,448,1,26611,
28356,"00000000	",,,,,,448,1,26612,
28357,"00000000	",,,,,,448,1,26613,
28358,"00000000	",,,,,,448,1,26614,
28359,"00000000	",,,,,,448,1,26615,
28360,"00000000	",,,,,,448,1,26616,
28361,"00000000	",,,,,,448,1,26617,
28362,"00000000	",,,,,,448,1,26618,
28363,"00000000	",,,,,,448,1,26619,
28364,"00000000	",3.49,,,,,448,1,26620,
28365,"00000000	",,,,,,448,1,26621,
28366,"00000000	",,,,,,448,1,26622,
28367,"00000000	",0.99,,,,,448,1,26623,
28368,"00000000	",0.49,,,,,448,1,26624,
28369,"00000000	",0.49,,,,,448,1,26625,
28370,"00000000	",,,,,,448,1,26626,
28371,"00000000	",,,,,,448,1,26627,
28372,"00000000	",,,,,,448,1,26685,
28373,"00000000	",3.49,,,,,448,1,26686,
28374,"00000000	",,,,,,448,1,26687,
28375,"00000000	",3.49,,,,,448,1,26688,
28376,"00000000	",2.99,,,,,448,1,26689,
28377,"00000000	",2.99,,,,,448,1,26690,
